,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label
158,158,"    Around the poker table, each hand dealt was a new opportunity for bluffing and strategy.",Around the poker table each hand dealt was a new opportunity for bluffing and strategy,poker table hand deal new opportunity bluffing strategy,False,
159,159,"    With its blend of modern and classical architecture, the university campus stood as a symbol of progress and tradition.",With its blend of modern and classical architecture the university campus stood as a symbol of progress and tradition,blend modern classical architecture university campus stand symbol progress tradition,False,
160,160,"    The culinary competition showcased aspiring chefs, each vying to impress the judges with their creativity.",The culinary competition showcased aspiring chefs each vying to impress the judges with their creativity,culinary competition showcase aspire chef vie impress judge creativity,False,
161,161,"    The dessert buffet featured an indulgent selection of pastries, chocolates, and fruit, tempting even the most disciplined eaters.",The dessert buffet featured an indulgent selection of pastries chocolates and fruit tempting even the most disciplined eaters,dessert buffet feature indulgent selection pastry chocolate fruit tempt discipline eater,False,
162,162,"    Amidst the forest, a hidden lake shimmered in daylight.",Amidst the forest a hidden lake shimmered in daylight,forest hide lake shimmer daylight,False,
163,163,"    Across the sprawling campus of the university, disciplines and departments offered a wide range of academic pursuits.",Across the sprawling campus of the university disciplines and departments offered a wide range of academic pursuits,sprawl campus university discipline department offer wide range academic pursuit,False,
164,164,    Their first date included a romantic stroll by the river.,Their first date included a romantic stroll by the river,date include romantic stroll river,False,
165,165,"    Along the meandering river, clusters of cottages huddled together, each with its own tale of rural life.",Along the meandering river clusters of cottages huddled together each with its own tale of rural life,meandering river cluster cottage huddle tale rural life,False,
166,166,"    Along the veins of the leaf, cells engaged in the intricate processes of photosynthesis and respiration.",Along the veins of the leaf cells engaged in the intricate processes of photosynthesis and respiration,vein leaf cell engage intricate process photosynthesis respiration,False,
167,167,"    Throughout the national park, a network of hiking trails led to viewpoints, waterfalls, and historical landmarks.",Throughout the national park a network of hiking trails led to viewpoints waterfalls and historical landmarks,national park network hiking trail lead viewpoint waterfall historical landmark,False,
168,168,"    In the handcrafted model, minute details replicated the architecture of the historical building.",In the handcrafted model minute details replicated the architecture of the historical building,handcrafted model minute detail replicate architecture historical building,False,
169,169,"    Along the winding river, quaint towns and rustic landscapes unfolded like scenes from a pastoral painting.",Along the winding river quaint towns and rustic landscapes unfolded like scenes from a pastoral painting,wind river quaint town rustic landscape unfold scene pastoral painting,False,
170,170,"    From the edge of the cliff, a panoramic view unfolded, revealing the expansive ocean below.",From the edge of the cliff a panoramic view unfolded revealing the expansive ocean below,edge cliff panoramic view unfold reveal expansive ocean,False,
