,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len
92,207,008E Anon 1779 A short history of drugs.txt_distribution.txt,123,"A soft unctious Substance , generally of a dusky white , or rather brown Colour , supposed to be found in a Pod or Bag growing on the lower Part of the Belly of the Civet Cat ; it is a Perfume of a strong and rather disagreeable Smell in Substance ; but the Perfumers know how to render it very grateful , by using it in very small Quantities .",strong rather disagreeable very grateful it Perfume Smell,Olfactive,Quality,71
93,210,008E Anon 1779 A short history of drugs.txt_distribution.txt,133,"COSTUS DULCIS Is an aromatic firm Root , resembling Spikenard in Smell , but of little use .",resembling Spikenard COSTUS DULCIS aromatic Smell,Olfactive,Evoked\_Odorant,18
94,213,008E Anon 1779 A short history of drugs.txt_distribution.txt,134,"JUNEUS ODORATUS , or SWEET CANE .",JUNEUS ODORATUS SWEET CANE,Olfactive,Smell\_Source,7
95,214,008E Anon 1779 A short history of drugs.txt_distribution.txt,135,"Is a small aromatic Reed , of a Straw Colour , but little in use .",aromatic,Olfactive,Smell\_Word,16
96,215,008E Anon 1779 A short history of drugs.txt_distribution.txt,136,GALLINGALS .,GALLINGALS,Olfactive,Smell\_Source,2
97,216,008E Anon 1779 A short history of drugs.txt_distribution.txt,137,"Are generally brought home in short knotty Pieces , about an inch and half long , about the Size of Turmerick , of a pale red Colour , bitter Taste , and aromatic Smell .",aromatic Smell,Olfactive,Quality,35
98,218,008E Anon 1779 A short history of drugs.txt_distribution.txt,143,"A factitious Preparation of mineral Substances , mixed with Perfume , in a round or oval Shape , and gilt ; it is , ( where the Gilding is rubbed off ) brownish , but the Inside is of a Straw Colour : it is of very little Demand .",Perfume,Olfactive,Smell\_Word,50
99,219,008E Anon 1779 A short history of drugs.txt_distribution.txt,146,"GUM SAGAPENUM , GUM SARCOCOLLA , GUM TRAGACANTH ; come cheap from Turkey .",GUM SAGAPENUM GUM SARCOCOLLA GUM TRAGACANTH,Olfactive,Smell\_Source,14
100,220,008E Anon 1779 A short history of drugs.txt_distribution.txt,147,"But if any Sagapenum can be procured in India , it will fetch a good Price ; it in some Measure resembles Assafaetida , but is in less Tears , and smells like Garlick instead of Onions which Assasaetida does .",in some Measure resembles Assafaetida like Garlick it smells,Olfactive,Evoked\_Odorant,41
101,223,008E Anon 1779 A short history of drugs.txt_distribution.txt,149,"LIGNUM ALOES , or ALOES WOOD .",LIGNUM ALOES ALOES WOOD,Olfactive,Smell\_Source,7
102,224,008E Anon 1779 A short history of drugs.txt_distribution.txt,150,"What is brought to Europe is in little hard ponderous Pieces , or Chips ; when burnt , or reduced to Powder , has a bitterish aromatic Taste , and fragrant Smell , but little in Use ; but a small Quantity of the true would fetch a high Price ; a Ton would over-do the Market .",fragrant Smell,Olfactive,Quality,58
103,226,008E Anon 1779 A short history of drugs.txt_distribution.txt,163,SENNA LEAVES .,SENNA LEAVES,Olfactive,Smell\_Source,3
104,227,008E Anon 1779 A short history of drugs.txt_distribution.txt,164,"Come cheap from Turkey , and much brighter and cleaner than any that have been brought from India , which generally are foul and full of Stalks , and of a darker colour , and not near so fresh .",which foul,Olfactive,Smell\_Source,40
105,229,008E Anon 1779 A short history of drugs.txt_distribution.txt,165,SPIKENARD .,SPIKENARD,Olfactive,Smell\_Source,2
106,230,008E Anon 1779 A short history of drugs.txt_distribution.txt,166,"Is a small Root , from which issue several very small Fibres , resembling a Bunch or Brush , about an Inch long , and very light in weight , of a darkish brown Colour ; it has an aromatic but rather disagreeable Smell : be careful that it is free from Dust or Earth .",aromatic rather disagreeable it Smell,Olfactive,Quality,56
107,233,008E Anon 1779 A short history of drugs.txt_distribution.txt,167,"STORAX CALAMITA , or STORAX in TEARS .",STORAX CALAMITA STORAX in TEARS,Olfactive,Smell\_Source,8
108,234,008E Anon 1779 A short history of drugs.txt_distribution.txt,168,"Is a fine odoriferous Gum , sometimes in small Drops or Tears , and often brought home in Masses , with Saw-dust , Sand , & c .",fine odoriferous,Olfactive,Quality,28
109,236,008E Anon 1779 A short history of drugs.txt_distribution.txt,175,WORMSEED .,WORMSEED,Olfactive,Smell\_Source,2
110,237,008E Anon 1779 A short history of drugs.txt_distribution.txt,176,"Is a small chaffy Seed , of a light yellow Colour , of a fragrant Smell , and a sine bitter Taste , and in all Probability the Seed of Wormwood .",fragrant Smell,Olfactive,Quality,32
111,239,008E Anon 1779 A short history of drugs.txt_distribution.txt,178,YELEOW SAUNDERS .,YELEOW SAUNDERS,Olfactive,Smell\_Source,3
112,240,008E Anon 1779 A short history of drugs.txt_distribution.txt,179,"A pale yellowish Wood , of a pleasant Smell , bitterish aromatic Taste , which leaves an agreeable kind of Pungency ; it is generally brought in large thick Logs , and Care should be taken that it is quite sound and solid .",pleasant Smell,Olfactive,Quality,44
113,242,008E Anon 1779 A short history of drugs.txt_distribution.txt,187,ARRACK .,ARRACK,Olfactive,Smell\_Source,2
114,243,008E Anon 1779 A short history of drugs.txt_distribution.txt,189,"What you intend for Sale must be full Proof , clean , and have no bad Smell .",bad Smell,Olfactive,Quality,18
115,245,008E Anon 1779 A short history of drugs.txt_distribution.txt,34,"There is also Cassia Lignea that is of a very bright Colour and good Shape , which has little or no smell or Taste ; the breaking a handful of Sticks will ascertain the Quality almost as well as tasting , for where there is a fine Smell , there is always a strong Taste .",little fine Cassia Lignea smell Smell,Olfactive,Quality,56
116,248,008E Anon 1779 A short history of drugs.txt_distribution.txt,38,CARDAMON SEEDS .,CARDAMON SEEDS,Olfactive,Smell\_Source,3
117,249,008E Anon 1779 A short history of drugs.txt_distribution.txt,39,"Those produced on the Coast of Malabar are the best , which are contained in a three-square Pod , or Husk , rather larger than a large Pea ; very little Judgment is required in chusing them , provided they are fresh , sound , well filled Husks and of a palish Colour , and of a very grateful Smell , resembling Camphor .",resembling Camphor very grateful they Smell,Olfactive,Evoked\_Odorant,64
118,253,008E Anon 1779 A short history of drugs.txt_distribution.txt,44,CUBEBS .,CUBEBS,Olfactive,Smell\_Source,2
119,254,008E Anon 1779 A short history of drugs.txt_distribution.txt,45,"Is a kind of Pepper , with this Difference , that it has a Tail or Stalk to each Berry , and is much more aromatic than Pepper , resembling Jamaica Pepper , called by the common People All-spice ; it is generally bought on the Malabar Coast , and should be dry , sound and clean .",resembling Jamaica Pepper much more aromatic,Olfactive,Evoked\_Odorant,58
120,256,008E Anon 1779 A short history of drugs.txt_distribution.txt,48,GALBANUM .,GALBANUM,Olfactive,Smell\_Source,2
121,257,008E Anon 1779 A short history of drugs.txt_distribution.txt,50,"Chuse as above , for if you meet with it mixed with Dirt , Sticks , Bits of Cane , or other Rubbish , it will reduce the Value ; the more Aromatic it smells the better : that which is fine , has Tears in it , like other East India Gums .",like other East India Gums it smells,Olfactive,Evoked\_Odorant,54
122,260,008E Anon 1779 A short history of drugs.txt_distribution.txt,72,"Chuse thin-skinned Pods that have not been cut open , for the Smell of the Musk is so powerful , that Pieces of Liver or any thing else may be mixed with it , and sometimes Lead Shot to make it heavy .",so powerful of the Musk Smell,Olfactive,Quality,43
123,263,008E Anon 1779 A short history of drugs.txt_distribution.txt,74,MYRRH .,MYRRH,Olfactive,Smell\_Source,2
124,264,008E Anon 1779 A short history of drugs.txt_distribution.txt,75,"Is a concrete gummy rosinous Juice , of various Colours and Sizes , the Produce of Persia , of a fine aromatic Smell , and bitter aromatic Taste ; the best that has been brought home for ten Years past was in solid lumps , from the Size of a Nutmeg to that of a Pigeon ' s Egg , of a palish yellow Colour , and when broke appeared in the Inside of a whitish mealy Substance ; though where it breaks of a deep Orange-colour , and of a firmer Texture , and shining , it is much more preferable .",fine aromatic Smell,Olfactive,Quality,103
125,266,008E Anon 1779 A short history of drugs.txt_distribution.txt,76,"There is also a brown sort , which appears of the same mealy Substance , and sells near as well The second Sort has the same Colour , Taste , and Smell ; but the Inside appears more glassy and solid , and generally in less Lumps .",same Smell,Olfactive,Quality,48
126,268,008E Anon 1779 A short history of drugs.txt_distribution.txt,77,"The third Sort is in brown , red , dirty , small , and frequently mixed with ordinary inferior Gum , which , by being mixed with it , will contract the Smell and Flavour of the true Gum .",of the true Gum Smell,Olfactive,Smell\_Source,40
127,270,008E Anon 1779 A short history of drugs.txt_distribution.txt,79,OLIBANUM .,OLIBANUM,Olfactive,Smell\_Source,2
128,271,008E Anon 1779 A short history of drugs.txt_distribution.txt,80,"Is a rosinous Gum , mostly brought from Turkey , and sometimes from the East Indies , in small round Drops or Tears , of a pale yellowish Colour , and very rarely transparent , being in general hardly pellucid , as it is a Species of Frankincense ; it has an aromatic Smell , but rather a disagreeable acrid astringent Taste , and when chewed will be of a milky Colour .",as it is a Species of Frankincense aromatic it Smell,Olfactive,Evoked\_Odorant,73
129,275,008E Anon 1779 A short history of drugs.txt_distribution.txt,82,OPOPONAX .,OPOPONAX,Olfactive,Smell\_Source,2
130,276,008E Anon 1779 A short history of drugs.txt_distribution.txt,83,"A concrete gummy rosinous Juice , the Produce of Persia ; the best brought home , by the way of the East Indies , is in reddish or Orange-coloured Drops or Tears , and when broke the Inside appears of a pale yellow , intermixed with white Specks ; it has a very fragrant Smell , something like Sellery Roots , and a pleasant bitter acrid Taste .",something like Sellery Roots very fragrant it Smell,Olfactive,Evoked\_Odorant,68
