,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label,token,sentence,ref_type
38,38,"    During the fireworks display, each vibrant burst was accompanied by a symphonic boom, filling the night sky with both visual and auditory wonders.",During the fireworks display each vibrant burst was accompanied by a symphonic boom filling the night sky with both visual and auditory wonders,firework display vibrant burst accompany symphonic boom fill night sky visual auditory wonder,True,"[{'start': 39, 'end': 52, 'text': 'vibrant burst', 'labels': ['SOUND']}, {'start': 74, 'end': 88, 'text': 'symphonic boom', 'labels': ['SOUND']}, {'start': 133, 'end': 149, 'text': 'auditory wonders', 'labels': ['SOUND']}]",vibrant burst symphonic boom auditory wonders,"    During the fireworks display, each vibrant burst was accompanied by a symphonic boom, filling the night sky with both visual and auditory wonders.",Olfactive
39,39,"    The distant tolling of the chapel bell signaled evening prayers, its solemn notes drifting across the pastoral landscape like leaves on a slow-moving stream.",The distant tolling of the chapel bell signaled evening prayers its solemn notes drifting across the pastoral landscape like leaves on a slow-moving stream,distant tolling chapel bell signal evening prayer solemn note drift pastoral landscape leave slow move stream,True,"[{'start': 4, 'end': 43, 'text': 'The distant tolling of the chapel bell ', 'labels': ['SOUND']}, {'start': 73, 'end': 85, 'text': 'solemn notes', 'labels': ['SOUND']}]",The distant tolling of the chapel bell  solemn notes,"    The distant tolling of the chapel bell signaled evening prayers, its solemn notes drifting across the pastoral landscape like leaves on a slow-moving stream.",Olfactive
40,40,"    As we gathered around the campfire, the crackling flames and sizzle of cooking meat offered a comforting serenade under the vast, starry sky.",As we gathered around the campfire the crackling flames and sizzle of cooking meat offered a comforting serenade under the vast starry sky,gather campfire crackle flame sizzle cook meat offer comforting serenade vast starry sky,True,"[{'start': 44, 'end': 87, 'text': 'crackling flames and sizzle of cooking meat', 'labels': ['SOUND']}, {'start': 98, 'end': 117, 'text': 'comforting serenade', 'labels': ['SOUND']}]",crackling flames and sizzle of cooking meat comforting serenade,"    As we gathered around the campfire, the crackling flames and sizzle of cooking meat offered a comforting serenade under the vast, starry sky.",Olfactive
41,41,"    On the basketball court, the rhythm of bouncing balls and squeaking sneakers played against a vocal backdrop of coaches' shouts and spectators' cheers.",On the basketball court the rhythm of bouncing balls and squeaking sneakers played against a vocal backdrop of coaches shouts and spectators cheers,basketball court rhythm bounce ball squeak sneaker play vocal backdrop coach shout spectator cheer,True,"[{'start': 33, 'end': 57, 'text': 'rhythm of bouncing balls', 'labels': ['SOUND']}, {'start': 62, 'end': 81, 'text': 'squeaking sneakers ', 'labels': ['SOUND']}, {'start': 98, 'end': 154, 'text': ""vocal backdrop of coaches' shouts and spectators' cheers"", 'labels': ['SOUND']}]",rhythm of bouncing balls squeaking sneakers  vocal backdrop of coaches' shouts and spectators' cheers,"    On the basketball court, the rhythm of bouncing balls and squeaking sneakers played against a vocal backdrop of coaches' shouts and spectators' cheers.",Olfactive
42,42,"    The jungle’s cacophony, filled with mysterious rustlings, distant animal calls, and the perpetual whisper of leaves, provided a vivid soundscape that energized all who ventured there.",The jungles cacophony filled with mysterious rustling distant animal calls and the perpetual whisper of leaves provided a vivid soundstage that energized all who ventured there,jungle cacophony fill mysterious rustle distant animal call perpetual whisper leave provide vivid soundstage energize venture,True,"[{'start': 8, 'end': 26, 'text': 'jungle’s cacophony', 'labels': ['SOUND']}, {'start': 40, 'end': 60, 'text': 'mysterious rustlings', 'labels': ['SOUND']}, {'start': 62, 'end': 81, 'text': 'distant animal call', 'labels': ['SOUND']}, {'start': 92, 'end': 119, 'text': 'perpetual whisper of leaves', 'labels': ['SOUND']}, {'start': 131, 'end': 148, 'text': ' vivid soundscape', 'labels': ['SOUND']}]",jungle’s cacophony mysterious rustlings distant animal call perpetual whisper of leaves  vivid soundscape,"    The jungle’s cacophony, filled with mysterious rustlings, distant animal calls, and the perpetual whisper of leaves, provided a vivid soundscape that energized all who ventured there.",Olfactive
43,43,"    As the orchestra tuned, the seemingly random toots, plucks, and bangs converged into a chaotic prelude, heightening anticipation for the symphonic brilliance to come.",As the orchestra tuned the seemingly random toots plucks and bangs converged into a chaotic prelude heightening anticipation for the symphonic brilliance to come,orchestra tune seemingly random toot pluck bang converge chaotic prelude heighten anticipation symphonic brilliance come,True,"[{'start': 11, 'end': 27, 'text': 'orchestra tuned,', 'labels': ['SOUND']}, {'start': 28, 'end': 73, 'text': 'the seemingly random toots, plucks, and bangs', 'labels': ['SOUND']}, {'start': 141, 'end': 161, 'text': 'symphonic brilliance', 'labels': ['SOUND']}]","orchestra tuned, the seemingly random toots, plucks, and bangs symphonic brilliance","    As the orchestra tuned, the seemingly random toots, plucks, and bangs converged into a chaotic prelude, heightening anticipation for the symphonic brilliance to come.",Olfactive
44,44,"    Aboard the naval vessel, the foghorn's low bellow cut through the mist, a sonic lighthouse guiding us safely through veils of maritime obscurity.",Aboard the naval vessel the foghorn low bellow cut through the mist a sonic lighthouse guiding us safely through veils of maritime obscurity,naval vessel foghorn low bellow cut mist sonic lighthouse guide safely veil maritime obscurity,True,"[{'start': 33, 'end': 53, 'text': ""foghorn's low bellow"", 'labels': ['SOUND']}, {'start': 78, 'end': 94, 'text': 'sonic lighthouse', 'labels': ['SOUND']}]",foghorn's low bellow sonic lighthouse,"    Aboard the naval vessel, the foghorn's low bellow cut through the mist, a sonic lighthouse guiding us safely through veils of maritime obscurity.",Olfactive
45,45,"    During the barn dance, the fiddles and banjos kicked up a lively tune, their notes twirling through the air like partners in a square dance.",During the barn dance the fiddles and banjos kicked up a lively tune their notes twirling through the air like partners in a square dance,barn dance fiddle banjos kick lively tune note twirl air partner square dance,True,"[{'start': 27, 'end': 73, 'text': 'the fiddles and banjos kicked up a lively tune', 'labels': ['SOUND']}, {'start': 81, 'end': 95, 'text': 'notes twirling', 'labels': ['SOUND']}]",the fiddles and banjos kicked up a lively tune notes twirling,"    During the barn dance, the fiddles and banjos kicked up a lively tune, their notes twirling through the air like partners in a square dance.",Olfactive
46,46,"    When the baby uttered her first word, the room filled with a joyous uproar that could rival any grand symphony in emotional impact.",When the baby uttered her first word the room filled with a joyous uproar that could rival any grand symphony in emotional impact,baby utter word room fill joyous uproar rival grand symphony emotional impact,True,"[{'start': 8, 'end': 40, 'text': ' the baby uttered her first word', 'labels': ['SOUND']}, {'start': 65, 'end': 78, 'text': 'joyous uproar', 'labels': ['SOUND']}, {'start': 96, 'end': 114, 'text': 'any grand symphony', 'labels': ['SOUND']}]", the baby uttered her first word joyous uproar any grand symphony,"    When the baby uttered her first word, the room filled with a joyous uproar that could rival any grand symphony in emotional impact.",Olfactive
47,47,"    Among the towering skyscrapers, the incessant honking of taxis and murmur of bustling crowds merged into an urban chorus that never paused for intermission.",Among the towering skyscrapers the incessant honking of taxis and murmur of bustling crowds merged into an urban chorus that never paused for intermission,tower skyscraper incessant honking taxi murmur bustling crowd merge urban chorus pause intermission,True,"[{'start': 40, 'end': 66, 'text': 'incessant honking of taxis', 'labels': ['SOUND']}, {'start': 71, 'end': 96, 'text': 'murmur of bustling crowds', 'labels': ['SOUND']}, {'start': 112, 'end': 124, 'text': 'urban chorus', 'labels': ['SOUND']}]",incessant honking of taxis murmur of bustling crowds urban chorus,"    Among the towering skyscrapers, the incessant honking of taxis and murmur of bustling crowds merged into an urban chorus that never paused for intermission.",Olfactive
48,48,"    Inside the crowded sports bar, the collective roar that erupted with each goal was as palpable as the elation that electrified the room.",Inside the crowded sports bar the collective roar that erupted with each goal was as palpable as the elation that electrified the room,crowded sport bar collective roar erupt goal palpable elation electrify room,True,"[{'start': 39, 'end': 55, 'text': 'collective roar ', 'labels': ['SOUND']}]",collective roar ,"    Inside the crowded sports bar, the collective roar that erupted with each goal was as palpable as the elation that electrified the room.",Olfactive
49,49,"    Amid the majestic mountains, the echo of a wolf's howl reverberated through the valleys, a solitary serenade to the wilderness and the night.",Amid the majestic mountains the echo of a wolf's howl reverberated through the valleys a solitary serenade to the wilderness and the night,majestic mountain echo wolf howl reverberate valley solitary serenade wilderness night,True,"[{'start': 34, 'end': 71, 'text': ""he echo of a wolf's howl reverberated"", 'labels': ['SOUND']}, {'start': 95, 'end': 112, 'text': 'solitary serenade', 'labels': ['SOUND']}]",he echo of a wolf's howl reverberated solitary serenade,"    Amid the majestic mountains, the echo of a wolf's howl reverberated through the valleys, a solitary serenade to the wilderness and the night.",Olfactive
50,50,"    As the rollercoaster careened downward, the passengers' screams of exhilaration combined with the machinery's metallic roar, creating an adrenaline-fueled composition of sound.",As the rollercoaster careened downward the passengers screams of exhilaration combined with the machinery's metallic roar creating an adrenaline-fueled composition of sounds,rollercoaster careen downward passenger scream exhilaration combine machinery metallic roar create adrenaline fuel composition sound,True,"[{'start': 48, 'end': 83, 'text': ""passengers' screams of exhilaration"", 'labels': ['SOUND']}, {'start': 102, 'end': 126, 'text': ""machinery's metallic roa"", 'labels': ['SOUND']}, {'start': 159, 'end': 179, 'text': 'composition of sound', 'labels': ['SOUND']}]",passengers' screams of exhilaration machinery's metallic roa composition of sound,"    As the rollercoaster careened downward, the passengers' screams of exhilaration combined with the machinery's metallic roar, creating an adrenaline-fueled composition of sound.",Olfactive
51,51,"    On the rocky shore, the waves crashing against jagged cliffs roared like an audience of giants, each surge an applause to the moon's gravitational pull.",On the rocky shore the waves crashing against jagged cliffs roared like an audience of giants each surge an applause to the moon's gravitational pull,rocky shore wave crash jagged cliff roar audience giant surge applause moon gravitational pull,True,"[{'start': 28, 'end': 98, 'text': 'waves crashing against jagged cliffs roared like an audience of giants', 'labels': ['SOUND']}, {'start': 114, 'end': 122, 'text': 'applause', 'labels': ['SOUND']}]",waves crashing against jagged cliffs roared like an audience of giants applause,"    On the rocky shore, the waves crashing against jagged cliffs roared like an audience of giants, each surge an applause to the moon's gravitational pull.",Olfactive
